,white,black,moves,white_agent,black_agent
0,0,1,"[{'move': 'd2d4', 'evaluation': 738.8, 'num_eval': 3110, 'time': 4.1282877922058105}, {'move': 'e7e6', 'evaluation': 10, 'num_eval': -1, 'time': 0.0005350112915039062}, {'move': 'd1d3', 'evaluation': 663.7, 'num_eval': 9793, 'time': 16.85356116294861}, {'move': 'd7d5', 'evaluation': -15, 'num_eval': -1, 'time': 0.0008130073547363281}, {'move': 'e2e4', 'evaluation': 597.4, 'num_eval': 10504, 'time': 17.162456035614014}, {'move': 'c7c5', 'evaluation': -28, 'num_eval': -1, 'time': 0.0005850791931152344}, {'move': 'd3b5', 'evaluation': 644.3, 'num_eval': 9464, 'time': 16.81037211418152}, {'move': 'c8d7', 'evaluation': -97, 'num_eval': -1, 'time': 0.0006148815155029297}, {'move': 'b5d7', 'evaluation': 637.9, 'num_eval': 14434, 'time': 25.79982304573059}, {'move': 'e8d7', 'evaluation': -519, 'num_eval': -1, 'time': 0.0008990764617919922}, {'move': 'b2b4', 'evaluation': 568.0, 'num_eval': 11431, 'time': 21.525527715682983}, {'move': 'c5d4', 'evaluation': -539, 'num_eval': -1, 'time': 0.0012280941009521484}, {'move': 'g2g3', 'evaluation': 592.6, 'num_eval': 9241, 'time': 15.156559228897095}, {'move': 'b8c6', 'evaluation': -619, 'num_eval': -1, 'time': 0.0007259845733642578}, {'move': 'f2f3', 'evaluation': 702.6, 'num_eval': 11403, 'time': 23.184546947479248}, {'move': 'c6b4', 'evaluation': -749, 'num_eval': -1, 'time': 0.0005409717559814453}, {'move': 'g1h3', 'evaluation': 741.6, 'num_eval': 5789, 'time': 9.070263147354126}, {'move': 'd5e4', 'evaluation': -823, 'num_eval': -1, 'time': 0.00039196014404296875}, {'move': 'f1b5', 'evaluation': 837.2, 'num_eval': 7896, 'time': 12.466597080230713}, {'move': 'd7c7', 'evaluation': -839, 'num_eval': -1, 'time': 0.00020503997802734375}, {'move': 'e1f1', 'evaluation': 726.6, 'num_eval': 5071, 'time': 9.09377908706665}, {'move': 'b4c2', 'evaluation': -814, 'num_eval': -1, 'time': 0.0006988048553466797}, {'move': 'b5e8', 'evaluation': 706.3, 'num_eval': 7304, 'time': 14.050639152526855}, {'move': 'd8e8', 'evaluation': -1081, 'num_eval': -1, 'time': 0.00043487548828125}, {'move': 'c1f4', 'evaluation': 666.2, 'num_eval': 6948, 'time': 14.267305135726929}, {'move': 'e6e5', 'evaluation': -1179, 'num_eval': -1, 'time': 0.0002529621124267578}, {'move': 'f4e5', 'evaluation': 621.2, 'num_eval': 5236, 'time': 10.514111042022705}, {'move': 'e8e5', 'evaluation': -1470, 'num_eval': -1, 'time': 0.00021719932556152344}, {'move': 'b1a3', 'evaluation': 585.2, 'num_eval': 3819, 'time': 8.668184995651245}, {'move': 'f8a3', 'evaluation': -1621, 'num_eval': -1, 'time': 0.0004837512969970703}, {'move': 'a1b1', 'evaluation': 505.5, 'num_eval': 2792, 'time': 6.204655885696411}, {'move': 'g8e7', 'evaluation': -1388, 'num_eval': -1, 'time': 0.0004329681396484375}, {'move': 'b1b3', 'evaluation': 634.7, 'num_eval': 5237, 'time': 12.81813383102417}, {'move': 'd4d3', 'evaluation': -1617, 'num_eval': -1, 'time': 0.0007181167602539062}, {'move': 'b3c3', 'evaluation': 718.6, 'num_eval': 3132, 'time': 5.444690942764282}, {'move': 'e5c3', 'evaluation': -1740, 'num_eval': -1, 'time': 0.0002980232238769531}, {'move': 'f1g2', 'evaluation': 574.4, 'num_eval': 2367, 'time': 7.060551881790161}, {'move': 'c3d2', 'evaluation': -1683, 'num_eval': -1, 'time': 0.0005011558532714844}, {'move': 'h3f2', 'evaluation': 403.6, 'num_eval': 705, 'time': 2.0229179859161377}, {'move': 'e4f3', 'evaluation': -1683, 'num_eval': -1, 'time': 0.0002841949462890625}, {'move': 'g2f3', 'evaluation': 203.8, 'num_eval': 723, 'time': 2.1460061073303223}, {'move': 'e7g6', 'evaluation': -1886, 'num_eval': -1, 'time': 0.0003199577331542969}, {'move': 'f3g2', 'evaluation': 287.8, 'num_eval': 3272, 'time': 7.100283861160278}, {'move': 'd2e2', 'evaluation': -1596, 'num_eval': -1, 'time': 0.00030493736267089844}, {'move': 'h1b1', 'evaluation': 284.3, 'num_eval': 2683, 'time': 7.045367002487183}, {'move': 'g6e5', 'evaluation': -1696, 'num_eval': -1, 'time': 0.00032401084899902344}, {'move': 'b1b7', 'evaluation': 453.1, 'num_eval': 3507, 'time': 8.30838918685913}, {'move': 'c7b7', 'evaluation': -2047, 'num_eval': -1, 'time': 0.0002410411834716797}, {'move': 'h2h4', 'evaluation': 263.4, 'num_eval': 874, 'time': 2.115015983581543}, {'move': 'a3c5', 'evaluation': -2139, 'num_eval': -1, 'time': 0.0003771781921386719}, {'move': 'a2a4', 'evaluation': 378.2, 'num_eval': 1167, 'time': 2.9658796787261963}, {'move': 'c5f2', 'evaluation': -2117, 'num_eval': -1, 'time': 0.0003724098205566406}, {'move': 'g2h2', 'evaluation': 277.9, 'num_eval': 828, 'time': 2.1004929542541504}, {'move': 'a7a6', 'evaluation': -1957, 'num_eval': -1, 'time': 0.00035500526428222656}, {'move': 'h2h1', 'evaluation': 197.9, 'num_eval': 838, 'time': 2.053431987762451}, {'move': 'e2f3', 'evaluation': None, 'num_eval': -1, 'time': 0.00032806396484375}, {'move': 'h1h2', 'evaluation': 197.7, 'num_eval': 127, 'time': 0.37854528427124023}, {'move': 'e5g4', 'evaluation': None, 'num_eval': -1, 'time': 0.0002269744873046875}, {'move': 'h2h3', 'evaluation': -10000000000191, 'num_eval': 117, 'time': 0.33804988861083984}, {'move': 'f3g3', 'evaluation': None, 'num_eval': -1, 'time': 0.00021791458129882812}]",minimax_iterative_depth_3,stockfish_350
1,1,0,"[{'move': 'e2e4', 'evaluation': 51, 'num_eval': -1, 'time': 0.0006489753723144531}, {'move': 'e7e5', 'evaluation': -517.0, 'num_eval': 4626, 'time': 6.162024021148682}, {'move': 'g1f3', 'evaluation': 72, 'num_eval': -1, 'time': 0.0005412101745605469}, {'move': 'd7d5', 'evaluation': -321.0, 'num_eval': 5532, 'time': 8.090996026992798}, {'move': 'e4d5', 'evaluation': 62, 'num_eval': -1, 'time': 0.0004119873046875}, {'move': 'b7b5', 'evaluation': -180.9, 'num_eval': 7544, 'time': 12.874494075775146}, {'move': 'f1b5', 'evaluation': 352, 'num_eval': -1, 'time': 0.00045180320739746094}, {'move': 'c7c6', 'evaluation': -112.8, 'num_eval': 1032, 'time': 1.7231559753417969}, {'move': 'd5c6', 'evaluation': 376, 'num_eval': -1, 'time': 0.0004506111145019531}, {'move': 'd8d2', 'evaluation': 81.6, 'num_eval': 12171, 'time': 21.450820922851562}, {'move': 'b1d2', 'evaluation': 993, 'num_eval': -1, 'time': 0.0003681182861328125}, {'move': 'h7h5', 'evaluation': 66.7, 'num_eval': 8261, 'time': 16.621339797973633}, {'move': 'c6c7', 'evaluation': 1032, 'num_eval': -1, 'time': 0.00040602684020996094}, {'move': 'b8d7', 'evaluation': 80.5, 'num_eval': 1567, 'time': 3.530413866043091}, {'move': 'd2e4', 'evaluation': 1037, 'num_eval': -1, 'time': 0.0003731250762939453}, {'move': 'f8b4', 'evaluation': 140.6, 'num_eval': 3185, 'time': 7.220736026763916}, {'move': 'c2c3', 'evaluation': 1130, 'num_eval': -1, 'time': 0.000308990478515625}, {'move': 'b4c3', 'evaluation': 184.7, 'num_eval': 4158, 'time': 8.133699178695679}, {'move': 'b2c3', 'evaluation': 1367, 'num_eval': -1, 'time': 0.00019478797912597656}, {'move': 'c8a6', 'evaluation': 40.3, 'num_eval': 2885, 'time': 5.953738212585449}, {'move': 'd1d5', 'evaluation': 1882, 'num_eval': -1, 'time': 0.00045013427734375}, {'move': 'e8f8', 'evaluation': 135.1, 'num_eval': 2170, 'time': 4.508903980255127}, {'move': 'd5a8', 'evaluation': 2215, 'num_eval': -1, 'time': 0.000514984130859375}, {'move': 'f8e7', 'evaluation': -170.0, 'num_eval': 731, 'time': 1.7776730060577393}, {'move': 'a8d8', 'evaluation': None, 'num_eval': -1, 'time': 0.0002739429473876953}, {'move': 'e7e6', 'evaluation': -10000000000241, 'num_eval': 129, 'time': 0.3582112789154053}, {'move': 'd8d7', 'evaluation': None, 'num_eval': -1, 'time': 0.00027680397033691406}]",stockfish_350,minimax_iterative_depth_3
